Segment,Number of Speakers,Number of Speeches,Number of Speeches per Speaker
IS1007d_0760_0770,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0770_0780,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0780_0790,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0790_0800,2,6,"[3, 3, 0, 0, 0]"
IS1007d_0800_0810,2,1,"[1, 0, 0, 0, 0]"
IS1007d_0810_0820,3,13,"[6, 5, 2, 0, 0]"
IS1007d_0820_0830,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0830_0840,2,3,"[2, 1, 0, 0, 0]"
IS1007d_0840_0850,3,2,"[1, 1, 0, 0, 0]"
IS1007d_0850_0860,2,14,"[7, 7, 0, 0, 0]"
IS1007d_0860_0870,2,4,"[2, 2, 0, 0, 0]"
IS1007d_0870_0880,2,3,"[2, 1, 0, 0, 0]"
IS1007d_0880_0890,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0890_0900,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0900_0910,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0910_0920,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0920_0930,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0930_0940,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0940_0950,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0950_0960,2,2,"[1, 1, 0, 0, 0]"
IS1007d_0960_0970,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0970_0980,2,2,"[1, 1, 0, 0, 0]"
IS1007d_0980_0990,1,1,"[1, 0, 0, 0, 0]"
IS1007d_0990_1000,2,3,"[2, 1, 0, 0, 0]"
IS1007d_1000_1010,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1010_1020,3,3,"[1, 1, 1, 0, 0]"
IS1007d_1020_1030,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1030_1040,3,4,"[2, 1, 1, 0, 0]"
IS1007d_1040_1050,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1050_1060,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1060_1070,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1070_1080,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1080_1090,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1090_1100,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1100_1110,2,3,"[2, 1, 0, 0, 0]"
IS1007d_1110_1120,3,8,"[4, 3, 1, 0, 0]"
IS1007d_1120_1130,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1130_1140,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1140_1150,3,4,"[2, 1, 1, 0, 0]"
IS1007d_1150_1160,2,5,"[3, 2, 0, 0, 0]"
IS1007d_1160_1170,2,5,"[3, 2, 0, 0, 0]"
IS1007d_1170_1180,3,9,"[4, 3, 2, 0, 0]"
IS1007d_1180_1190,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1190_1200,2,3,"[2, 1, 0, 0, 0]"
IS1007d_1200_1210,2,3,"[2, 1, 0, 0, 0]"
IS1007d_1210_1220,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1220_1230,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1230_1240,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1240_1250,3,9,"[5, 3, 1, 0, 0]"
IS1007d_1250_1260,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1260_1270,3,15,"[8, 5, 2, 0, 0]"
IS1007d_1270_1280,4,13,"[5, 4, 2, 2, 0]"
IS1007d_1280_1290,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1290_1300,3,6,"[3, 2, 1, 0, 0]"
IS1007d_1300_1310,3,11,"[5, 4, 2, 0, 0]"
IS1007d_1310_1320,2,5,"[3, 2, 0, 0, 0]"
IS1007d_1320_1330,4,9,"[3, 2, 2, 2, 0]"
IS1007d_1330_1340,2,5,"[3, 2, 0, 0, 0]"
IS1007d_1340_1350,2,5,"[3, 2, 0, 0, 0]"
IS1007d_1350_1360,2,3,"[2, 1, 0, 0, 0]"
IS1007d_1360_1370,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1370_1380,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1380_1390,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1390_1400,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1400_1410,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1410_1420,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1420_1430,2,6,"[3, 3, 0, 0, 0]"
IS1007d_1430_1440,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1440_1450,2,6,"[3, 3, 0, 0, 0]"
IS1007d_1450_1460,3,6,"[3, 2, 1, 0, 0]"
IS1007d_1460_1470,2,3,"[2, 1, 0, 0, 0]"
IS1007d_1470_1480,2,5,"[3, 2, 0, 0, 0]"
IS1007d_1480_1490,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1490_1500,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1500_1510,3,4,"[2, 1, 1, 0, 0]"
IS1007d_1510_1520,4,6,"[2, 2, 1, 1, 0]"
IS1007d_1520_1530,2,5,"[3, 2, 0, 0, 0]"
IS1007d_1530_1540,2,8,"[4, 4, 0, 0, 0]"
IS1007d_1540_1550,4,12,"[5, 5, 1, 1, 0]"
IS1007d_1550_1560,4,10,"[4, 4, 1, 1, 0]"
IS1007d_1560_1570,2,9,"[5, 4, 0, 0, 0]"
IS1007d_1570_1580,2,6,"[3, 3, 0, 0, 0]"
IS1007d_1580_1590,2,8,"[4, 4, 0, 0, 0]"
IS1007d_1590_1600,3,5,"[2, 2, 1, 0, 0]"
IS1007d_1600_1610,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1610_1620,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1620_1630,3,6,"[3, 2, 1, 0, 0]"
IS1007d_1630_1640,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1640_1650,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1650_1660,3,11,"[5, 5, 1, 0, 0]"
IS1007d_1660_1670,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1670_1680,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1680_1690,3,3,"[1, 1, 1, 0, 0]"
IS1007d_1690_1700,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1700_1710,2,7,"[4, 3, 0, 0, 0]"
IS1007d_1710_1720,2,1,"[1, 0, 0, 0, 0]"
IS1007d_1720_1730,3,11,"[5, 3, 3, 0, 0]"
IS1007d_1730_1740,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1740_1750,3,12,"[6, 5, 1, 0, 0]"
IS1007d_1750_1760,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1760_1770,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1770_1780,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1780_1790,2,5,"[3, 2, 0, 0, 0]"
IS1007d_1790_1800,3,6,"[3, 2, 1, 0, 0]"
IS1007d_1800_1810,3,5,"[2, 2, 1, 0, 0]"
IS1007d_1810_1820,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1820_1830,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1830_1840,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1840_1850,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1850_1860,2,3,"[2, 1, 0, 0, 0]"
IS1007d_1860_1870,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1870_1880,3,8,"[4, 3, 1, 0, 0]"
IS1007d_1880_1890,3,1,"[1, 0, 0, 0, 0]"
IS1007d_1890_1900,4,4,"[2, 1, 1, 0, 0]"
IS1007d_1900_1910,3,4,"[2, 2, 0, 0, 0]"
IS1007d_1910_1920,4,4,"[1, 1, 1, 1, 0]"
IS1007d_1920_1930,2,3,"[2, 1, 0, 0, 0]"
IS1007d_1930_1940,3,3,"[1, 1, 1, 0, 0]"
IS1007d_1940_1950,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1950_1960,1,1,"[1, 0, 0, 0, 0]"
IS1007d_1960_1970,2,2,"[1, 1, 0, 0, 0]"
IS1007d_1970_1980,3,11,"[5, 3, 3, 0, 0]"
IS1007d_1980_1990,4,8,"[3, 2, 2, 1, 0]"
IS1007d_1990_2000,3,9,"[3, 3, 3, 0, 0]"
TS3005a_0010_0020,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0050_0060,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0060_0070,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0070_0080,3,4,"[2, 1, 1, 0, 0]"
TS3005a_0080_0090,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0090_0100,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0100_0110,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0110_0120,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0120_0130,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0130_0140,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0140_0150,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0150_0160,2,3,"[2, 1, 0, 0, 0]"
TS3005a_0160_0170,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0170_0180,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0180_0190,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0190_0200,4,5,"[2, 1, 1, 1, 0]"
TS3005a_0200_0210,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0210_0220,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0220_0230,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0230_0240,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0240_0250,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0250_0260,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0260_0270,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0270_0280,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0280_0290,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0290_0300,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0300_0310,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0310_0320,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0320_0330,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0330_0340,2,3,"[2, 1, 0, 0, 0]"
TS3005a_0340_0350,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0350_0360,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0360_0370,2,5,"[3, 2, 0, 0, 0]"
TS3005a_0370_0380,2,5,"[3, 2, 0, 0, 0]"
TS3005a_0380_0390,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0390_0400,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0400_0410,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0410_0420,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0420_0430,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0430_0440,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0440_0450,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0450_0460,4,9,"[3, 3, 2, 1, 0]"
TS3005a_0460_0470,4,5,"[2, 1, 1, 1, 0]"
TS3005a_0470_0480,3,6,"[3, 2, 1, 0, 0]"
TS3005a_0480_0490,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0490_0500,4,3,"[1, 1, 1, 0, 0]"
TS3005a_0500_0510,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0510_0520,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0530_0540,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0540_0550,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0550_0560,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0560_0570,2,5,"[3, 2, 0, 0, 0]"
TS3005a_0570_0580,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0580_0590,2,10,"[5, 5, 0, 0, 0]"
TS3005a_0590_0600,3,2,"[1, 1, 0, 0, 0]"
TS3005a_0600_0610,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0610_0620,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0620_0630,2,3,"[2, 1, 0, 0, 0]"
TS3005a_0640_0650,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0650_0660,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0660_0670,3,5,"[3, 1, 1, 0, 0]"
TS3005a_0670_0680,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0680_0690,4,5,"[2, 1, 1, 1, 0]"
TS3005a_0710_0720,3,3,"[1, 1, 1, 0, 0]"
TS3005a_0720_0730,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0730_0740,2,2,"[1, 1, 0, 0, 0]"
TS3005a_0740_0750,2,5,"[3, 2, 0, 0, 0]"
TS3005a_0750_0760,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0760_0770,2,3,"[2, 1, 0, 0, 0]"
TS3005a_0770_0780,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0780_0790,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0790_0800,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0800_0810,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0810_0820,1,1,"[1, 0, 0, 0, 0]"
TS3005a_0820_0830,3,10,"[5, 4, 1, 0, 0]"
TS3005a_0830_0840,4,7,"[3, 2, 1, 1, 0]"
TS3005a_0840_0850,4,9,"[3, 3, 2, 1, 0]"
TS3005a_0850_0860,3,20,"[9, 7, 4, 0, 0]"
TS3005a_0860_0870,3,7,"[4, 2, 1, 0, 0]"
TS3005a_0870_0880,3,13,"[6, 4, 3, 0, 0]"
TS3005a_0880_0890,3,5,"[3, 1, 1, 0, 0]"
TS3005a_0890_0900,3,15,"[7, 5, 3, 0, 0]"
TS3005a_0900_0910,2,4,"[2, 2, 0, 0, 0]"
TS3005a_0910_0920,2,3,"[2, 1, 0, 0, 0]"
TS3005a_0920_0930,3,5,"[2, 2, 1, 0, 0]"
TS3005a_0930_0940,4,10,"[4, 3, 2, 1, 0]"
TS3005a_0940_0950,4,5,"[2, 1, 1, 1, 0]"
TS3005a_0950_0960,4,7,"[3, 2, 1, 1, 0]"
TS3005a_0960_0970,2,3,"[2, 1, 0, 0, 0]"
TS3005a_0970_0980,3,9,"[4, 3, 2, 0, 0]"
TS3005a_0980_0990,3,4,"[2, 1, 1, 0, 0]"
TS3005a_0990_1000,3,20,"[9, 7, 4, 0, 0]"
TS3005a_1000_1010,1,1,"[1, 0, 0, 0, 0]"
TS3005a_1010_1020,2,3,"[2, 1, 0, 0, 0]"
TS3005a_1020_1030,2,1,"[1, 0, 0, 0, 0]"
TS3005a_1030_1040,3,15,"[6, 5, 4, 0, 0]"
TS3005a_1040_1050,3,7,"[4, 2, 1, 0, 0]"
TS3005a_1050_1060,3,6,"[3, 2, 1, 0, 0]"
TS3005a_1060_1070,3,10,"[5, 3, 2, 0, 0]"
TS3005a_1070_1080,3,13,"[7, 3, 3, 0, 0]"
TS3005a_1080_1090,2,2,"[1, 1, 0, 0, 0]"
TS3005a_1090_1100,2,3,"[2, 1, 0, 0, 0]"
TS3005a_1100_1110,2,3,"[2, 1, 0, 0, 0]"
TS3005a_1110_1120,3,3,"[1, 1, 1, 0, 0]"
TS3005a_1120_1130,4,6,"[2, 2, 1, 1, 0]"
TS3005a_1130_1140,1,1,"[1, 0, 0, 0, 0]"
TS3005a_1140_1150,1,1,"[1, 0, 0, 0, 0]"
TS3005a_1150_1160,1,1,"[1, 0, 0, 0, 0]"
TS3005a_1160_1170,3,10,"[5, 3, 2, 0, 0]"
TS3005a_1170_1180,1,1,"[1, 0, 0, 0, 0]"
TS3005a_1180_1190,4,11,"[4, 4, 2, 1, 0]"
TS3005a_1190_1200,3,8,"[4, 3, 1, 0, 0]"
TS3005a_1200_1210,2,5,"[3, 2, 0, 0, 0]"
TS3005a_1210_1220,2,6,"[3, 3, 0, 0, 0]"
TS3005a_1220_1230,3,6,"[2, 2, 2, 0, 0]"
TS3005a_1230_1240,3,3,"[1, 1, 1, 0, 0]"
TS3005a_1240_1250,3,9,"[4, 3, 2, 0, 0]"
TS3005a_1250_1260,3,5,"[3, 1, 1, 0, 0]"
TS3005a_1270_1280,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0010_0020,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0040_0050,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0050_0060,2,4,"[2, 2, 0, 0, 0]"
TS3005b_0070_0080,2,2,"[1, 1, 0, 0, 0]"
TS3005b_0080_0090,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0090_0100,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0100_0110,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0110_0120,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0120_0130,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0130_0140,2,3,"[2, 1, 0, 0, 0]"
TS3005b_0140_0150,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0150_0160,4,5,"[2, 1, 1, 1, 0]"
TS3005b_0160_0170,4,11,"[4, 4, 2, 1, 0]"
TS3005b_0170_0180,2,2,"[1, 1, 0, 0, 0]"
TS3005b_0180_0190,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0190_0200,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0200_0210,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0210_0220,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0220_0230,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0230_0240,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0240_0250,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0250_0260,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0260_0270,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0270_0280,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0280_0290,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0290_0300,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0300_0310,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0310_0320,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0320_0330,3,6,"[3, 2, 1, 0, 0]"
TS3005b_0330_0340,2,2,"[1, 1, 0, 0, 0]"
TS3005b_0340_0350,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0350_0360,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0360_0370,2,3,"[2, 1, 0, 0, 0]"
TS3005b_0370_0380,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0380_0390,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0390_0400,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0400_0410,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0410_0420,2,3,"[2, 1, 0, 0, 0]"
TS3005b_0420_0430,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0430_0440,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0440_0450,4,14,"[6, 4, 3, 1, 0]"
TS3005b_0450_0460,2,2,"[1, 1, 0, 0, 0]"
TS3005b_0460_0470,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0470_0480,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0480_0490,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0490_0500,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0500_0510,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0510_0520,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0520_0530,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0530_0540,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0540_0550,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0550_0560,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0560_0570,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0570_0580,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0580_0590,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0590_0600,4,5,"[2, 1, 1, 1, 0]"
TS3005b_0600_0610,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0610_0620,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0620_0630,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0630_0640,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0640_0650,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0650_0660,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0660_0670,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0670_0680,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0680_0690,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0690_0700,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0700_0710,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0710_0720,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0720_0730,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0730_0740,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0740_0750,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0750_0760,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0760_0770,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0770_0780,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0780_0790,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0790_0800,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0800_0810,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0810_0820,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0820_0830,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0830_0840,2,5,"[3, 2, 0, 0, 0]"
TS3005b_0840_0850,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0850_0860,2,3,"[2, 1, 0, 0, 0]"
TS3005b_0860_0870,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0870_0880,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0880_0890,4,5,"[2, 1, 1, 1, 0]"
TS3005b_0890_0900,3,5,"[2, 2, 1, 0, 0]"
TS3005b_0900_0910,2,2,"[1, 1, 0, 0, 0]"
TS3005b_0910_0920,2,1,"[1, 0, 0, 0, 0]"
TS3005b_0920_0930,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0930_0940,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0940_0950,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0950_0960,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0960_0970,1,1,"[1, 0, 0, 0, 0]"
TS3005b_0970_0980,3,4,"[2, 1, 1, 0, 0]"
TS3005b_0980_0990,3,13,"[6, 4, 3, 0, 0]"
TS3005b_0990_1000,3,7,"[3, 2, 2, 0, 0]"
TS3005b_1000_1010,2,6,"[3, 3, 0, 0, 0]"
TS3005b_1010_1020,3,19,"[7, 7, 5, 0, 0]"
TS3005b_1020_1030,2,5,"[3, 2, 0, 0, 0]"
TS3005b_1030_1040,2,8,"[4, 4, 0, 0, 0]"
TS3005b_1040_1050,2,7,"[4, 3, 0, 0, 0]"
TS3005b_1050_1060,3,8,"[4, 2, 2, 0, 0]"
TS3005b_1060_1070,3,9,"[4, 3, 2, 0, 0]"
TS3005b_1070_1080,2,2,"[1, 1, 0, 0, 0]"
TS3005b_1080_1090,1,1,"[1, 0, 0, 0, 0]"
TS3005b_1090_1100,1,1,"[1, 0, 0, 0, 0]"
TS3005b_1100_1110,2,14,"[7, 7, 0, 0, 0]"
TS3005b_1110_1120,2,11,"[6, 5, 0, 0, 0]"
TS3005b_1120_1130,1,1,"[1, 0, 0, 0, 0]"
TS3005b_1130_1140,1,1,"[1, 0, 0, 0, 0]"
TS3005b_1140_1150,3,10,"[4, 4, 2, 0, 0]"
TS3005b_1150_1160,2,5,"[3, 2, 0, 0, 0]"
TS3005b_1160_1170,3,6,"[3, 2, 1, 0, 0]"
TS3005b_1170_1180,2,10,"[5, 5, 0, 0, 0]"
TS3005b_1180_1190,2,5,"[3, 2, 0, 0, 0]"
TS3005b_1190_1200,3,15,"[6, 6, 3, 0, 0]"
TS3005b_1200_1210,4,12,"[6, 3, 2, 1, 0]"
TS3005b_1210_1220,4,7,"[3, 2, 1, 1, 0]"
TS3005b_1220_1230,2,2,"[1, 1, 0, 0, 0]"
TS3005b_1230_1240,3,5,"[3, 1, 1, 0, 0]"
TS3005b_1240_1250,3,7,"[3, 2, 2, 0, 0]"
TS3005b_1250_1260,2,7,"[4, 3, 0, 0, 0]"
TS3005b_1260_1270,2,6,"[3, 3, 0, 0, 0]"
TS3005b_1270_1280,3,5,"[3, 1, 1, 0, 0]"
TS3005b_1280_1290,3,15,"[7, 4, 4, 0, 0]"
TS3005b_1290_1300,2,3,"[2, 1, 0, 0, 0]"
TS3005b_1300_1310,3,10,"[4, 3, 3, 0, 0]"
TS3005b_1310_1320,3,9,"[3, 3, 3, 0, 0]"
TS3005b_1320_1330,4,11,"[3, 3, 3, 2, 0]"
TS3005b_1330_1340,2,10,"[5, 5, 0, 0, 0]"
TS3005b_1340_1350,3,13,"[5, 4, 4, 0, 0]"
TS3005b_1350_1360,4,10,"[5, 3, 1, 1, 0]"
TS3005b_1360_1370,1,1,"[1, 0, 0, 0, 0]"
TS3005b_1370_1380,4,4,"[1, 1, 1, 1, 0]"
TS3005b_1380_1390,3,5,"[2, 2, 1, 0, 0]"
TS3005b_1390_1400,2,10,"[5, 5, 0, 0, 0]"
TS3005b_1400_1410,3,6,"[3, 2, 1, 0, 0]"
TS3005b_1410_1420,4,12,"[6, 3, 2, 1, 0]"
TS3005b_1420_1430,3,7,"[3, 3, 1, 0, 0]"
TS3005b_1430_1440,2,7,"[4, 3, 0, 0, 0]"
TS3005b_1440_1450,3,9,"[4, 3, 2, 0, 0]"
TS3005b_1450_1460,3,25,"[12, 10, 3, 0, 0]"
TS3005b_1460_1470,1,1,"[1, 0, 0, 0, 0]"
TS3005b_1470_1480,2,4,"[2, 2, 0, 0, 0]"
TS3005b_1480_1490,3,11,"[5, 3, 3, 0, 0]"
TS3005b_1490_1500,4,13,"[6, 5, 1, 1, 0]"
TS3005b_1500_1510,1,1,"[1, 0, 0, 0, 0]"
TS3005b_1510_1520,2,3,"[2, 1, 0, 0, 0]"
TS3005b_1520_1530,3,9,"[4, 3, 2, 0, 0]"
TS3005b_1530_1540,3,26,"[11, 9, 6, 0, 0]"
TS3005b_1540_1550,3,7,"[3, 3, 1, 0, 0]"
TS3005b_1550_1560,3,12,"[6, 5, 1, 0, 0]"
TS3005b_1560_1570,2,3,"[2, 1, 0, 0, 0]"
TS3005b_1570_1580,2,5,"[3, 2, 0, 0, 0]"
TS3005b_1580_1590,4,6,"[3, 1, 1, 1, 0]"
TS3005b_1590_1600,3,27,"[11, 10, 6, 0, 0]"
TS3005b_1600_1610,3,3,"[1, 1, 1, 0, 0]"
TS3005b_1610_1620,2,5,"[3, 2, 0, 0, 0]"
TS3005b_1620_1630,1,1,"[1, 0, 0, 0, 0]"
TS3005b_1630_1640,2,10,"[5, 5, 0, 0, 0]"
TS3005b_1640_1650,1,1,"[1, 0, 0, 0, 0]"
TS3005b_1650_1660,4,13,"[5, 4, 3, 1, 0]"
TS3005b_1660_1670,4,13,"[5, 5, 2, 1, 0]"
TS3005b_1670_1680,3,3,"[1, 1, 1, 0, 0]"
TS3005b_1680_1690,3,5,"[2, 2, 1, 0, 0]"
TS3005b_1690_1700,3,14,"[6, 4, 4, 0, 0]"
TS3005b_1700_1710,2,3,"[2, 1, 0, 0, 0]"
